Imbalanced Loss	Imbalanced Acc.	Imbalanced GM.	Reversed Loss	Reversed Acc.	Reversed GM.	Weak Loss	Weak Acc.	Weak GM.	Strong Loss	Strong Acc.	Strong GM.	
0.344412	91.565779	0.764102	1.980915	63.115416	0.762162	1.053115	77.030000	0.756399	1.231573	60.690000	0.585266	
0.348348	91.807910	0.775726	1.995807	63.075060	0.759261	1.052542	77.330000	0.759969	1.216183	61.360000	0.592429	
0.352707	91.323648	0.758436	2.011791	62.348668	0.748238	1.052078	77.130000	0.756809	1.225061	60.700000	0.587035	
0.349667	91.202583	0.738780	1.995740	62.146893	0.751399	1.036113	77.090000	0.756909	1.212400	61.240000	0.591453	
0.350355	91.121872	0.763876	1.960582	62.510089	0.746095	1.038762	77.170000	0.758651	1.215430	61.360000	0.590217	
0.352372	91.404358	0.766460	1.938639	62.025827	0.750300	1.047628	76.610000	0.752521	1.236308	60.180000	0.578920	
0.347253	91.404358	0.785653	1.936537	62.510089	0.756935	1.023530	77.160000	0.758034	1.221530	60.430000	0.579683	
0.345963	91.081517	0.768754	1.941879	62.590799	0.759432	1.036724	76.790000	0.754292	1.229559	60.710000	0.584886	
0.346518	91.081517	0.754868	1.915310	62.227603	0.753540	1.036842	76.970000	0.756040	1.226617	60.710000	0.586122	
0.340136	91.525424	0.762928	1.951996	62.227603	0.757406	1.045340	76.870000	0.755028	1.229926	60.270000	0.579633	
0.337930	91.525424	0.765450	1.986548	61.783697	0.754394	1.051488	77.050000	0.756400	1.224957	61.060000	0.589703	
0.328371	91.727199	0.763288	2.005908	62.066182	0.759046	1.049217	76.940000	0.755149	1.221168	60.910000	0.587573	
0.326934	92.090395	0.749437	2.041323	62.146893	0.757973	1.058624	77.010000	0.755239	1.238431	60.770000	0.585671	
0.332834	92.009685	0.757426	2.062112	62.227603	0.752508	1.067597	76.670000	0.751820	1.214224	60.680000	0.586229	
0.342053	91.444713	0.763864	1.949062	63.518967	0.759050	1.028048	77.240000	0.759349	1.204502	61.770000	0.596431	
0.346787	91.525424	0.763874	1.946459	63.317191	0.759610	1.035051	77.160000	0.757747	1.218236	61.220000	0.592728	
0.345520	91.485069	0.754443	1.944883	63.075061	0.751277	1.037408	76.950000	0.756347	1.213018	61.550000	0.597109	
0.342857	91.928975	0.774998	1.885884	64.083939	0.762265	1.025421	77.050000	0.757390	1.219166	60.360000	0.584398	
0.347030	91.646489	0.777072	1.870143	63.640032	0.750638	1.031064	77.300000	0.759926	1.225256	60.080000	0.580008	
0.340766	91.646489	0.767286	1.929177	63.357546	0.757175	1.050298	77.000000	0.756228	1.242642	60.240000	0.579235	
0.348964	91.485069	0.774620	1.910061	63.518967	0.756571	1.050152	76.940000	0.755981	1.229000	60.900000	0.586972	
0.350655	91.606134	0.773203	1.895685	63.599677	0.749189	1.022225	77.580000	0.763480	1.234770	61.170000	0.590141	
0.357478	91.162228	0.766493	1.916910	63.761098	0.745742	1.041040	77.380000	0.761070	1.223912	60.590000	0.584504	
0.365862	90.920097	0.745897	1.995877	62.671509	0.746835	1.069343	76.800000	0.754437	1.226113	61.350000	0.592023	
0.364097	91.202583	0.773781	1.989304	62.711864	0.751286	1.060779	76.860000	0.754816	1.242021	60.580000	0.585404	
0.357124	91.283293	0.767109	2.022463	62.590799	0.753747	1.066914	77.000000	0.756275	1.247437	59.920000	0.576244	
0.359786	91.283293	0.747230	2.028625	62.469734	0.754323	1.059831	76.650000	0.753115	1.243390	60.080000	0.579210	
0.356845	91.162228	0.752129	2.073454	61.824052	0.751294	1.069649	76.760000	0.752598	1.233999	60.540000	0.582629	
0.356125	91.485069	0.755265	2.132087	61.259080	0.745422	1.093461	76.140000	0.746495	1.250977	60.160000	0.578282	
0.358661	91.444713	0.746342	2.056704	62.187248	0.751135	1.069673	76.640000	0.752380	1.234533	61.120000	0.590095	
0.353259	91.444713	0.752150	1.992352	62.752220	0.751383	1.061161	76.890000	0.755963	1.214914	60.650000	0.586779	
0.353386	91.364003	0.768213	1.937869	63.599677	0.754854	1.044862	77.210000	0.759658	1.216114	61.050000	0.590785	
0.354844	91.323648	0.768706	1.943659	63.397902	0.750198	1.040717	76.870000	0.755522	1.231336	60.550000	0.585031	
0.351668	91.444713	0.768969	1.916117	63.801453	0.755489	1.029990	77.040000	0.758205	1.225748	61.260000	0.590910	
0.344693	91.606134	0.791298	1.882134	64.205004	0.758940	1.034302	76.790000	0.755636	1.212381	60.900000	0.588139	
0.351560	91.404358	0.778771	1.834407	64.043584	0.754877	1.031862	76.930000	0.757428	1.231554	60.610000	0.584914	
0.348405	91.565779	0.789857	1.844365	63.680387	0.752397	1.028574	76.730000	0.753534	1.214039	61.190000	0.592267	
0.347296	91.525424	0.768423	1.878739	62.953995	0.748914	1.056625	76.570000	0.752249	1.213202	61.210000	0.592342	
0.348069	91.686844	0.769050	1.932586	62.550444	0.750433	1.076094	76.670000	0.752885	1.231785	60.500000	0.583434	
0.358185	91.283293	0.746654	2.020717	61.743341	0.743629	1.086859	76.630000	0.752049	1.240863	59.770000	0.576184	
0.358438	91.323648	0.748753	2.051720	62.025827	0.742641	1.092206	76.460000	0.749736	1.245515	60.210000	0.580091	
0.354494	91.283293	0.749608	2.000334	62.873285	0.755512	1.088126	76.450000	0.749983	1.247409	60.780000	0.586346	
0.360147	90.960452	0.745718	2.051192	62.308313	0.747441	1.105039	76.580000	0.751673	1.260384	60.160000	0.577819	
0.347952	91.444713	0.754077	2.055779	62.550444	0.751794	1.079215	77.180000	0.757888	1.241214	60.520000	0.583932	
0.347186	91.485069	0.764466	2.060783	62.308313	0.750813	1.103411	76.580000	0.752006	1.229402	60.530000	0.584699	
0.346386	91.646489	0.760809	2.162287	61.097659	0.747651	1.107018	76.830000	0.753375	1.228152	60.510000	0.582119	
0.345271	91.485069	0.758896	2.019380	62.025827	0.746831	1.075185	76.460000	0.750010	1.223666	60.570000	0.584040	
0.339649	91.686844	0.763290	2.094184	61.299435	0.760033	1.081723	76.730000	0.751718	1.240928	60.760000	0.587382	
0.335405	91.727199	0.763181	2.077357	61.622276	0.763485	1.088103	76.720000	0.751430	1.230561	60.780000	0.585137	
0.335460	91.807910	0.760272	2.109655	61.380145	0.755212	1.091986	76.360000	0.747471	1.234035	61.000000	0.590219	
0.342823	91.364003	0.755984	2.150099	60.734463	0.748449	1.100219	77.070000	0.755182	1.240811	60.560000	0.584188	
0.344463	91.606134	0.750698	2.188453	61.057304	0.752634	1.106018	76.520000	0.750002	1.249990	60.580000	0.583989	
0.347439	91.525424	0.760578	2.100305	61.985472	0.757035	1.089442	76.650000	0.751119	1.229621	60.650000	0.585893	
0.349054	91.444713	0.755111	2.149770	61.460856	0.757175	1.097156	76.530000	0.749493	1.227050	61.130000	0.589834	
